
Corpus summary:
	 Training set size: 19 documents
	 Vocabulary size: 204 terms
	 Training set size: 396 tokens
	 Preprocessing time: 6.078020038 sec

Finished training LDA model.  Summary:
	 Training time: 15.203442541 sec
	 Training data average log likelihood: -52.25176003879162

20 topics:
TOPIC_0;Andy;0.14817768523727878
TOPIC_0;live;0.08521836156990677
TOPIC_0;film maker;0.08178473065224567
TOPIC_0;band;0.06959482474230559
TOPIC_0;Mackay;0.06849020906264067
TOPIC_0;rat;0.06208086105952764
TOPIC_0;confirm;0.052993748479050036
TOPIC_0;EB;0.05135403577787346
TOPIC_0;play;0.04575332865416627
TOPIC_0;Fanning;0.04310753172347827
TOPIC_0;Paul;0.03772348983341645
TOPIC_0;June;0.03728522678836511
TOPIC_0;twin;0.036917493643211244
TOPIC_0;city;0.035659681553592504
TOPIC_0;catalogue;0.033918761145182434
TOPIC_0;ferry;0.03067682538351714
TOPIC_0;event;0.029387502753579663
TOPIC_0;studio;0.025311681487674008
TOPIC_0;ephemera;0.02456402045298813

TOPIC_1;Andy;0.13844981357811945
TOPIC_1;film maker;0.08873375934192897
TOPIC_1;live;0.07135835716401528
TOPIC_1;band;0.06785063083828409
TOPIC_1;Mackay;0.06468714556372943
TOPIC_1;rat;0.06408441112864888
TOPIC_1;confirm;0.059251097885817616
TOPIC_1;play;0.05057749664338443
TOPIC_1;Fanning;0.04735482065895562
TOPIC_1;EB;0.04733039121907541
TOPIC_1;Paul;0.03975823353110045
TOPIC_1;twin;0.039069041713161876
TOPIC_1;June;0.03640210335522856
TOPIC_1;city;0.035893865503479824
TOPIC_1;catalogue;0.035648037213110294
TOPIC_1;ferry;0.032192476726572786
TOPIC_1;event;0.03139216747211241
TOPIC_1;studio;0.025653770504689435
TOPIC_1;ephemera;0.02431237995858502

TOPIC_2;Andy;0.14727588157130395
TOPIC_2;live;0.08654523235413757
TOPIC_2;film maker;0.08199349851072622
TOPIC_2;band;0.07178994499371366
TOPIC_2;Mackay;0.06678517259246744
TOPIC_2;rat;0.06120468676826099
TOPIC_2;confirm;0.05086205576641961
TOPIC_2;EB;0.0480790892968986
TOPIC_2;play;0.04717340507133724
TOPIC_2;Fanning;0.04405415788029489
TOPIC_2;Paul;0.03954717443427929
TOPIC_2;June;0.03803512603768798
TOPIC_2;twin;0.03748619527948154
TOPIC_2;city;0.035489210040122864
TOPIC_2;catalogue;0.03371251540236998
TOPIC_2;ferry;0.0308601305340658
TOPIC_2;event;0.02932502149940559
TOPIC_2;ephemera;0.02489587291329123
TOPIC_2;studio;0.024885629053735737

TOPIC_3;Andy;0.14473832754274152
TOPIC_3;film maker;0.0899474744816983
TOPIC_3;live;0.0699316577412142
TOPIC_3;band;0.06571583134823236
TOPIC_3;Mackay;0.0636349818319489
TOPIC_3;rat;0.06279219344685202
TOPIC_3;confirm;0.06006052794809531
TOPIC_3;play;0.050695625701089535
TOPIC_3;EB;0.04723890093800991
TOPIC_3;Fanning;0.046803193187851096
TOPIC_3;Paul;0.039211388943220266
TOPIC_3;twin;0.03911365646298303
TOPIC_3;city;0.035925641802899325
TOPIC_3;June;0.03567413465534303
TOPIC_3;catalogue;0.035659609919077066
TOPIC_3;ferry;0.03199402309979389
TOPIC_3;event;0.03129108329491279
TOPIC_3;studio;0.025596692458112566
TOPIC_3;ephemera;0.023975055195924837

TOPIC_4;Andy;0.14926448901942604
TOPIC_4;film maker;0.08690978104856639
TOPIC_4;live;0.06900464750866987
TOPIC_4;confirm;0.06898694017233718
TOPIC_4;Mackay;0.06767141709903972
TOPIC_4;band;0.06334275115698873
TOPIC_4;rat;0.06147340301908642
TOPIC_4;EB;0.05921833026496305
TOPIC_4;play;0.04504892808057838
TOPIC_4;Fanning;0.042356170816788045
TOPIC_4;twin;0.036721605936786916
TOPIC_4;city;0.03639672157506934
TOPIC_4;catalogue;0.03575961876470322
TOPIC_4;June;0.03346535025972766
TOPIC_4;Paul;0.033358355658876675
TOPIC_4;ferry;0.030756503158969547
TOPIC_4;event;0.030732494110220276
TOPIC_4;studio;0.026712747001113462
TOPIC_4;ephemera;0.022819745348089067

TOPIC_5;Andy;0.1379229020033475
TOPIC_5;film maker;0.09398892283203537
TOPIC_5;confirm;0.06717180880340005
TOPIC_5;rat;0.06393796661521842
TOPIC_5;band;0.06232472504396104
TOPIC_5;live;0.06195280595785536
TOPIC_5;Mackay;0.060014720483009744
TOPIC_5;play;0.05339732447620509
TOPIC_5;Fanning;0.05119901910493069
TOPIC_5;EB;0.04479513354756891
TOPIC_5;twin;0.04035774783355934
TOPIC_5;Paul;0.040047763950863006
TOPIC_5;catalogue;0.03691256568015893
TOPIC_5;city;0.036028462039952816
TOPIC_5;June;0.034804343980907156
TOPIC_5;event;0.032988533451046326
TOPIC_5;ferry;0.03294474983647198
TOPIC_5;studio;0.025704754241199522
TOPIC_5;ephemera;0.02350575011830875

TOPIC_6;Andy;0.14406530188961847
TOPIC_6;film maker;0.08588234796848068
TOPIC_6;live;0.07693441035986619
TOPIC_6;band;0.06798981304411274
TOPIC_6;Mackay;0.06568115323973282
TOPIC_6;rat;0.062278445909109095
TOPIC_6;confirm;0.05812273106021538
TOPIC_6;EB;0.04963344215344234
TOPIC_6;play;0.04823534573234698
TOPIC_6;Fanning;0.04545389834804465
TOPIC_6;Paul;0.038319132758367604
TOPIC_6;twin;0.03808043933989094
TOPIC_6;June;0.03645596934137913
TOPIC_6;city;0.03598585530750256
TOPIC_6;catalogue;0.03501842911960465
TOPIC_6;ferry;0.03146447128000262
TOPIC_6;event;0.030572538468806264
TOPIC_6;studio;0.025587274525237996
TOPIC_6;ephemera;0.024239000154238965

TOPIC_7;Andy;0.13810946321463424
TOPIC_7;film maker;0.09500102480054136
TOPIC_7;confirm;0.06873080398802403
TOPIC_7;live;0.06406810073570772
TOPIC_7;band;0.06274704812659665
TOPIC_7;rat;0.062458804691813224
TOPIC_7;Mackay;0.061356504873618656
TOPIC_7;play;0.051755108273418504
TOPIC_7;Fanning;0.04930841812237789
TOPIC_7;EB;0.046660237624019725
TOPIC_7;twin;0.0396749524764037
TOPIC_7;Paul;0.03827933371400111
TOPIC_7;catalogue;0.03673753057295285
TOPIC_7;city;0.036328164496973986
TOPIC_7;June;0.03445597001974566
TOPIC_7;event;0.03258732007037604
TOPIC_7;ferry;0.032490861099260984
TOPIC_7;studio;0.025895960489586086
TOPIC_7;ephemera;0.023354392609947507

TOPIC_8;Andy;0.1421470668651621
TOPIC_8;film maker;0.09311901605576912
TOPIC_8;confirm;0.07068514991911251
TOPIC_8;live;0.06354645945969954
TOPIC_8;rat;0.062072073109290644
